Id,Bone_Health_Calcium,VitA_Percentage,Saturated_Lipids,Energy_Content,Cholesterol_Level,Drink_Name,Iron_Concentration,VitC_Content,Sweetness_Index,Drink_Type,Salt_Level,Health_Category,Flavor_Variant,Fibre_Amount,Processed_Oil_Content,Carb_Count,Protein_Quantity,Stimulant_Caffeine,Heart_Risk_Index,Health_Rating,Fat_Content
1815,94%,50%,0.02533,33.0744,25.0,Brand 10,0.11%,8%,69.0, South Indian Filter Coffee ,51,Low_Fat,Saffron-Infused Milk,0.101,3.4859,566,117.0,289,16.8429, Medium ,10.0836
1816,113%,30%,0.0182,26.575,66.0,Brand 27,0.11%,6%,69.0, Cold Coffee ,13,Low_Fat,Malai Milk,0.101,1.1439,603,70.9,202,23.4538, Medium ,9.9069
1817,15%,7%,0.03452,27.8581,22.0,Brand 5,0.11%,7%,29.0, Masala Chai ,11,Low_Fat,Medium Glass,0.101,0.0782,133,75.8,243,16.5724, Medium ,4.5988
1818,54%,23%,0.09402,31.302,75.0,Brand 19,28.93%,7%,34.0, South Indian Filter Coffee ,10,Vitamin_Rich,Badam Milk,0.101,1.5921,175,31.7,20,17.7681, Medium ,37.069
1819,30%,32%,0.09475,35.2664,95.0,Brand 26,31.19%,10%,175.0, Mango Shake ,27,Vitamin_Rich,Kesar Doodh,4.888,1.1856,1050,64.1,212,31.5577, Medium ,28.3333
1820,37%,49%,0.02407,27.5721,51.0,Brand 27,1.75%,301%,36.0, Kadak Chai ,16,Low_Fat,Kesar Doodh,1.757,0.2333,317,13.1,20,21.4292, Medium ,61.7583
1821,81%,44%,0.17759,29.4704,79.0,Brand 10,18.83%,9%,143.0, Special Spiced Chai ,27,Low_Fat,Malai Milk,0.101,0.9835,201,37.4,210,28.049, Medium ,0.0574
1822,21%,29%,0.09005,31.6913,34.0,Brand 22,38.13%,5%,129.0, Lassi Blends ,11,Low_Fat,Badam Milk,0.101,1.5509,306,37.6,20,27.8283, Medium ,57.1386
1823,96%,50%,0.02905,24.0111,61.0,Brand 6,0.11%,11%,86.0, Cold Coffee ,16,Low_Fat,Kesar Doodh,0.101,0.855,578,106.9,37,19.9161, Medium ,8.9855
1824,64%,37%,0.08059,26.5471,72.0,Brand 32,1.9%,14%,71.0, Special Spiced Chai ,17,Vitamin_Rich,Saffron-Infused Milk,264.503,3.8097,635,79.8,20,33.9548, Medium ,243.5257
1825,56%,53%,0.0981,30.2431,29.0,Brand 11,22.1%,15%,109.0, South Indian Filter Coffee ,54,Vitamin_Rich,Malai Milk,0.101,3.375,549,135.6,259,37.9354, Medium ,150.597
1826,74%,5%,0.01815,17.9145,12.0,Brand 13,0.11%,6%,5.0, South Indian Filter Coffee ,10,Low_Fat,Badam Milk,0.101,0.8241,150,23.6,141,6.149, Medium ,4.5977
1827,11%,36%,0.01101,35.4751,27.0,Brand 25,19.18%,77%,85.0, Lassi Blends ,10,Low_Fat,Elaichi Doodh,1.139,0.2444,700,3.0,51,28.7157, Medium ,1.9619
1828,53%,44%,0.03587,19.9299,0.0,Brand 19,0.11%,8%,121.0, South Indian Filter Coffee ,17,Vitamin_Rich,Large Kulhad,5.033,1.3931,215,34.7,266,12.8391, Medium ,16.8285
1829,42%,11%,0.01813,27.2548,25.0,Brand 24,0.11%,9%,103.0, Cold Coffee ,17,Vitamin_Rich,Saffron-Infused Milk,1.109,0.9777,201,31.3,234,13.2782, Medium ,0.0
1830,28%,21%,0.08968,31.7466,22.0,Brand 19,38.99%,6%,52.0, Cold Coffee ,10,Vitamin_Rich,Badam Milk,0.101,1.2665,420,13.7,20,26.6864, Medium ,12.2853
1831,75%,48%,0.01256,28.9614,102.0,Brand 9,0.11%,9%,71.0, South Indian Filter Coffee ,45,Vitamin_Rich,Elaichi Doodh,0.101,2.6804,305,68.7,218,23.4231, Medium ,28.2818
1832,48%,48%,0.07627,32.0422,66.0,Brand 17,41.45%,7%,32.0, Cold Coffee ,25,Vitamin_Rich,Malai Milk,3.443,3.0645,468,109.7,243,34.751, Medium ,69.4706
1833,73%,46%,0.02521,21.5601,9.0,Brand 6,0.11%,11%,54.0, South Indian Filter Coffee ,13,Vitamin_Rich,Elaichi Doodh,0.44,3.7724,345,58.2,272,13.4, Medium ,0.0
1834,79%,29%,0.02794,31.1197,17.0,Brand 26,1.49%,6%,53.0, South Indian Filter Coffee ,11,Low_Fat,Elaichi Doodh,0.926,0.3927,188,22.8,271,19.2152, Medium ,1.7321
1835,160%,30%,0.01506,31.6041,31.0,Brand 11,34.41%,8%,92.0, Masala Chai ,16,Vitamin_Rich,Badam Milk,0.101,1.6835,433,107.1,224,26.0038, Medium ,10.7828
1836,43%,30%,0.02118,28.9983,42.0,Brand 14,0.11%,11%,45.0, Nimbu Pani & Shikanji ,11,Low_Fat,Extra Large Kulhad,0.52,0.8777,138,13.3,482,9.3666, Medium ,17.7166
1837,83%,48%,0.01635,25.2974,68.0,Brand 27,0.11%,10%,185.0, Lassi Blends ,17,Low_Fat,Saffron-Infused Milk,0.142,0.0215,546,40.4,34,17.3212, Low ,0.0
1838,10%,6%,0.02148,25.4501,5.0,Brand 19,0.11%,12%,2.0, Special Spiced Chai ,10,Low_Fat,Large Kulhad,0.101,0.0,0,3.0,45,3.3381, Medium ,2.0491
1839,19%,26%,0.03197,11.5744,24.0,Brand 25,0.11%,8%,86.0, Light Buttermilk (Chaas) ,10,Low_Fat,Kesar Doodh,0.101,0.0945,258,11.0,246,8.7733, Medium ,0.0
1840,26%,30%,0.09799,35.1891,77.0,Brand 12,2.43%,12%,92.0, Lassi Blends ,11,Low_Fat,Saffron-Infused Milk,0.101,1.2807,884,49.2,260,28.8164, Medium ,19.9666
1841,73%,0%,0.01553,13.7751,10.0,Brand 12,0.11%,13%,88.0, South Indian Filter Coffee ,11,Low_Fat,Large Kulhad,0.101,0.6206,67,20.1,258,9.5945, Medium ,0.0
1842,26%,30%,0.024,31.8681,29.0,Brand 33,16.67%,5%,97.0, Light Buttermilk (Chaas) ,12,Low_Fat,Elaichi Doodh,6.504,0.5242,155,35.3,234,14.2101, Medium ,2.2955
1843,15%,0%,0.09284,0.6086,1.0,Brand 19,0.11%,10%,23.0, South Indian Filter Coffee ,11,Low_Fat,Malai Milk,0.101,0.7395,165,33.1,142,4.7894, Medium ,2.6869
1844,17%,5%,0.02877,20.4203,9.0,Brand 27,0.72%,5%,27.0, Nimbu Pani & Shikanji ,10,Low_Fat,Medium Glass,0.101,0.3794,101,14.6,372,4.6225, Medium ,0.0
1845,84%,33%,0.031,35.7457,24.0,Brand 17,0.11%,12%,34.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,2.523,0.0,636,44.6,218,17.9605, Medium ,0.0
1846,26%,23%,0.01289,26.8974,37.0,Brand 27,2.01%,65%,61.0, Light Buttermilk (Chaas) ,10,Low_Fat,Large Kulhad,2.274,0.5407,676,27.4,46,28.2537, Medium ,0.0
1847,30%,45%,0.02766,19.5237,22.0,Brand 19,0.11%,7%,30.0, Special Spiced Chai ,11,Low_Fat,Badam Milk,0.101,0.5703,156,20.5,248,10.9001, Medium ,0.0
1848,39%,28%,0.01485,21.5154,44.0,Brand 13,13.78%,13%,160.0, Cold Coffee ,10,Low_Fat,Badam Milk,0.101,1.5861,87,34.4,141,9.4144, Medium ,2.9613
1849,24%,31%,0.0205,27.6348,46.0,Brand 21,0.11%,11%,182.0, Special Spiced Chai ,18,Low_Fat,Elaichi Doodh,0.101,0.5901,455,43.0,279,25.0088, Low ,0.0
1850,42%,24%,0.02704,23.4455,34.0,Brand 24,41.38%,5%,168.0, Lassi Blends ,10,Vitamin_Rich,Badam Milk,3.76,0.9226,323,20.2,20,9.0335, Medium ,53.7778
1851,46%,31%,0.01394,26.0282,18.0,Brand 32,0.11%,9%,28.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,0.101,0.7808,209,3.0,148,10.4849, Low ,17.6617
1852,105%,55%,0.07209,29.1945,32.0,Brand 6,27.13%,7%,135.0, Mango Shake ,17,Vitamin_Rich,Rose Milk,0.101,3.6971,544,53.8,262,25.0612, Medium ,20.2052
1853,13%,0%,0.0244,15.2201,6.0,Brand 13,0.11%,14%,2.0, Cold Coffee ,10,Low_Fat,Ek Chhoti Pyali,0.68,0.138,20,3.0,129,5.3338, Medium ,1.8204
1854,34%,33%,0.01364,22.8293,23.0,Brand 3,2.39%,9%,2.0, South Indian Filter Coffee ,10,Low_Fat,Full Cream Buffalo Milk,2.776,0.0664,88,4.6,155,6.0821, Medium ,4.7837
1855,124%,57%,0.14198,31.1435,39.0,Brand 32,35.48%,10%,59.0, Lassi Blends ,11,Vitamin_Rich,Malai Milk,0.101,4.8055,308,61.3,121,32.4995, Medium ,245.3074
1856,38%,27%,0.0878,12.1566,0.0,Brand 11,1.82%,9%,100.0, South Indian Filter Coffee ,16,Vitamin_Rich,Badam Milk,0.101,3.4319,354,37.9,63,5.154, Medium ,0.3133
1857,10%,0%,0.01506,8.1986,36.0,Brand 27,0.11%,10%,33.0, Masala Chai ,11,Low_Fat,Saffron-Infused Milk,0.101,0.0665,104,3.0,23,13.3762, Low ,0.0
1858,137%,51%,0.01844,24.183,30.0,Brand 21,0.11%,10%,200.0, South Indian Filter Coffee ,41,Low_Fat,Elaichi Doodh,0.101,3.3047,627,97.0,52,15.1315, Medium ,45.5991
1859,17%,36%,0.03392,20.0295,8.0,Brand 25,0.11%,6%,53.0, Light Buttermilk (Chaas) ,16,Low_Fat,Rose Milk,0.101,0.7442,220,32.5,130,7.872, Medium ,0.0
1860,44%,0%,0.02691,21.3039,3.0,Brand 7,2.53%,9%,18.0, Kadak Chai ,10,Low_Fat,Elaichi Doodh,1.025,0.8056,51,12.7,144,3.3381, Medium ,3.8098
1861,42%,36%,0.02506,24.7275,31.0,Brand 23,0.11%,5%,167.0, South Indian Filter Coffee ,16,Vitamin_Rich,Full Cream Buffalo Milk,215.594,2.25,540,35.6,157,7.3839, Medium ,10.0021
1862,10%,3%,0.01645,9.2461,13.0,Brand 13,0.11%,9%,6.0, Nimbu Pani & Shikanji ,11,Low_Fat,Large Kulhad,0.101,0.0,32,4.6,379,7.0981, Medium ,0.0
1863,27%,0%,0.02391,21.5989,60.0,Brand 13,1.13%,10%,121.0, Masala Chai ,10,Low_Fat,Kesar Doodh,2.244,0.4303,234,11.0,136,10.2572, Medium ,4.5116
1864,24%,3%,0.02856,22.1869,40.0,Brand 13,0.47%,7%,72.0, Masala Chai ,10,Low_Fat,Kesar Doodh,0.101,0.1041,388,22.0,271,12.4738, Medium ,5.2345
1865,53%,33%,0.13806,34.0446,93.0,Brand 10,34.06%,8%,36.0, South Indian Filter Coffee ,10,Vitamin_Rich,Malai Milk,1.551,4.3849,258,65.8,32,32.6567, Medium ,156.7138
1866,43%,38%,0.02942,29.2569,17.0,Brand 32,12.92%,6%,92.0, Lassi Blends ,12,Low_Fat,Malai Milk,0.101,1.5773,0,53.1,30,15.4786, Medium ,4.9862
1867,47%,26%,0.10412,29.0777,41.0,Brand 19,0.11%,6%,34.0, South Indian Filter Coffee ,27,Low_Fat,Elaichi Doodh,0.101,1.0727,177,40.1,53,18.6448, Medium ,71.1056
1868,34%,34%,0.08282,40.7163,39.0,Brand 10,32.05%,8%,189.0, Cold Coffee ,25,Vitamin_Rich,Malai Milk,0.223,4.7163,510,57.6,241,45.9479, Medium ,76.8789
1869,112%,30%,0.0914,27.3176,41.0,Brand 11,1.54%,10%,16.0, South Indian Filter Coffee ,10,Low_Fat,Badam Milk,5.238,2.9606,257,103.2,225,14.1273, Medium ,0.0
1870,59%,8%,0.02091,12.9239,19.0,Brand 6,0.11%,7%,36.0, South Indian Filter Coffee ,10,High_Protein,Malai Milk,0.101,0.6323,393,25.1,157,3.3381, Medium ,13.0367
1871,27%,30%,0.0878,28.1204,32.0,Brand 15,0.11%,11%,120.0, South Indian Filter Coffee ,24,Vitamin_Rich,Elaichi Doodh,2.812,1.9304,245,37.5,138,19.5307, Medium ,48.0703
1872,26%,29%,0.09593,33.5798,31.0,Brand 4,28.38%,61%,72.0, Cold Coffee ,11,Low_Fat,Full Cream Buffalo Milk,0.101,0.7727,318,24.7,20,33.6471, Medium ,56.2164
1873,53%,52%,0.01903,18.7781,32.0,Brand 27,1.19%,7%,166.0, South Indian Filter Coffee ,18,Low_Fat,Elaichi Doodh,4.943,0.7211,490,40.2,147,14.5125, Medium ,5.7439
1874,36%,26%,0.0841,31.3711,50.0,Brand 32,0.11%,9%,39.0, Lassi Blends ,23,Vitamin_Rich,Malai Milk,0.101,0.9536,642,47.7,48,33.7592, Medium ,62.563
1875,67%,31%,0.09112,35.5387,97.0,Brand 3,27.13%,12%,133.0, Mango Shake ,39,Vitamin_Rich,Malai Milk,32.721,3.8637,1081,67.5,237,36.9433, Medium ,80.5943
1876,50%,31%,0.03478,29.3584,23.0,Brand 32,0.11%,10%,138.0, South Indian Filter Coffee ,10,Low_Fat,Badam Milk,0.101,0.5493,474,37.5,204,10.3146, Medium ,10.9486
1877,48%,35%,0.0288,36.0403,39.0,Brand 10,19.03%,5%,79.0, South Indian Filter Coffee ,12,Vitamin_Rich,Badam Milk,2.961,4.2399,206,25.7,228,23.6863, Medium ,23.3412
1878,41%,24%,0.08626,40.6987,79.0,Brand 26,25.02%,83%,163.0, Cold Coffee ,11,Vitamin_Rich,Badam Milk,0.101,1.691,622,64.0,198,42.8111, High ,61.8273
1879,43%,28%,0.01932,30.1536,51.0,Brand 32,0.11%,63%,86.0, Lassi Blends ,10,Low_Fat,Saffron-Infused Milk,0.101,0.4155,209,10.0,20,22.0897, Low ,4.1108
1880,74%,47%,0.10236,18.5511,24.0,Brand 2,0.11%,9%,113.0, South Indian Filter Coffee ,12,Low_Fat,Elaichi Doodh,0.101,1.9471,168,57.1,155,21.7957, Medium ,67.7713
1881,10%,0%,0.02873,2.5977,5.0,Brand 12,0.11%,11%,7.0, Special Spiced Chai ,10,Low_Fat,Large Kulhad,0.101,0.4186,9,3.0,48,7.7989, Low ,0.0
1882,59%,26%,0.01325,25.5186,14.0,Brand 24,0.11%,10%,38.0, Masala Chai ,10,Low_Fat,Kesar Doodh,0.204,0.6957,234,24.1,56,20.3261, High ,11.1911
1883,51%,47%,0.02814,17.969,27.0,Brand 4,0.11%,11%,184.0, Special Spiced Chai ,10,Vitamin_Rich,Malai Milk,0.101,3.0657,299,40.5,151,19.686, Medium ,14.1044
1884,46%,4%,0.01101,29.5627,26.0,Brand 8,0.37%,12%,2.0, Masala Chai ,10,Low_Fat,Small Glass,4.506,0.6081,681,6.3,127,13.6814, Medium ,0.0788
1885,78%,34%,0.21768,24.006,34.0,Brand 2,0.11%,6%,184.0, South Indian Filter Coffee ,45,Vitamin_Rich,Malai Milk,0.101,2.7226,522,37.6,285,16.7311, Medium ,59.963
1886,65%,23%,0.10034,28.8942,27.0,Brand 11,0.11%,8%,143.0, Cold Coffee ,27,Vitamin_Rich,Malai Milk,0.101,4.11,110,22.9,207,18.731, Medium ,8.8991
1887,46%,32%,0.08402,29.0647,61.0,Brand 6,37.08%,67%,143.0, Special Spiced Chai ,17,Low_Fat,Elaichi Doodh,3.429,2.6693,562,124.2,51,22.7178, Medium ,42.8012
1888,84%,32%,0.10002,30.5358,51.0,Brand 28,12.41%,5%,172.0, South Indian Filter Coffee ,24,Vitamin_Rich,Malai Milk,1.533,3.0102,334,35.3,131,18.7686, Medium ,53.9602
1889,67%,30%,0.07599,40.9582,64.0,Brand 32,20.56%,85%,47.0, Special Spiced Chai ,44,Vitamin_Rich,Malai Milk,0.101,1.0512,493,119.5,32,34.1636, Medium ,34.5532
1890,10%,0%,0.02004,6.0067,0.0,Brand 1,1.74%,8%,2.0, South Indian Filter Coffee ,10,Low_Fat,Large Kulhad,0.46,0.5707,115,3.1,149,3.3381, Low ,10.422
1891,68%,47%,0.01413,23.6842,18.0,Brand 25,23.04%,10%,143.0, Masala Chai ,12,Low_Fat,Elaichi Doodh,0.101,0.7916,1045,21.4,20,25.8513, Medium ,1.2084
1892,100%,49%,0.15446,31.8078,49.0,Brand 9,42.21%,9%,65.0, South Indian Filter Coffee ,44,Vitamin_Rich,Elaichi Doodh,5.074,3.0134,571,128.1,69,19.9785, High ,31.8398
1893,46%,33%,0.02596,19.9406,40.0,Brand 14,0.11%,6%,168.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,0.101,1.1773,413,24.2,150,8.7233, Medium ,9.5044
1894,72%,34%,0.01348,41.6536,76.0,Brand 32,17.88%,7%,105.0, Special Spiced Chai ,10,Vitamin_Rich,Full Cream Buffalo Milk,1.136,1.4272,903,52.4,20,40.8347, Medium ,168.744
1895,10%,29%,0.01626,21.2143,10.0,Brand 17,0.11%,5%,115.0, Nimbu Pani & Shikanji ,10,Low_Fat,Kesar Doodh,0.101,0.0,71,3.0,52,6.5706, Medium ,0.6306
1896,116%,32%,0.01101,20.218,50.0,Brand 32,0.11%,16%,92.0, Special Spiced Chai ,17,Vitamin_Rich,Elaichi Doodh,0.101,0.9505,412,83.6,55,24.5081, Medium ,13.9351
1897,40%,32%,0.03987,33.6085,29.0,Brand 23,22.35%,7%,147.0, Masala Chai ,11,Low_Fat,Full Cream Buffalo Milk,2.13,1.1179,370,67.8,241,15.126, Medium ,2.2024
1898,119%,51%,0.0422,21.4202,41.0,Brand 29,19.62%,6%,102.0, South Indian Filter Coffee ,10,Vitamin_Rich,Malai Milk,0.101,1.5259,295,21.4,404,7.0132, Medium ,5.1743
1899,20%,0%,0.02564,0.0,21.0,Brand 31,0.11%,12%,44.0, Masala Chai ,11,Low_Fat,Rose Milk,0.101,0.7043,178,3.0,121,7.4158, Medium ,4.9007
1900,67%,29%,0.09891,22.2555,19.0,Brand 26,0.11%,10%,181.0, South Indian Filter Coffee ,10,Vitamin_Rich,Malai Milk,0.101,3.2187,444,37.7,148,20.2605, Medium ,76.0517
1901,40%,44%,0.02028,23.7304,56.0,Brand 27,34.7%,10%,197.0, Light Buttermilk (Chaas) ,17,Low_Fat,Kesar Doodh,2.555,0.9086,317,87.9,129,17.5946, Medium ,0.0
1902,61%,0%,0.02457,24.6693,16.0,Brand 8,0.56%,6%,69.0, Masala Chai ,10,Low_Fat,Rose Milk,0.101,0.0767,136,18.0,239,11.8144, Medium ,0.0
1903,51%,37%,0.02231,25.8957,28.0,Brand 20,21.4%,10%,119.0, Special Spiced Chai ,10,Low_Fat,Saffron-Infused Milk,0.101,0.5381,522,94.7,217,15.4535, High ,114.2277
1904,89%,36%,0.12923,33.6725,66.0,Brand 17,15.32%,11%,193.0, Masala Chai ,17,Vitamin_Rich,Kesar Doodh,2.261,3.3112,638,69.5,27,24.9489, High ,87.5253
1905,10%,0%,0.01859,19.2318,0.0,Brand 1,0.11%,11%,2.0, Nimbu Pani & Shikanji ,10,Low_Fat,Extra Large Kulhad,0.101,0.3624,0,3.0,42,5.8021, Low ,0.0
1906,43%,28%,0.08885,21.6979,36.0,Brand 3,20.75%,6%,77.0, Cold Coffee ,10,Vitamin_Rich,Extra Large Kulhad,0.101,3.1406,99,27.4,151,11.2855, Medium ,19.3397
1907,35%,44%,0.08496,18.7639,40.0,Brand 31,0.11%,10%,170.0, Special Spiced Chai ,17,Low_Fat,Kesar Doodh,0.101,2.1338,420,68.9,37,24.0566, Medium ,12.4445
1908,85%,35%,0.08414,36.0803,57.0,Brand 9,35.83%,8%,205.0, Special Spiced Chai ,10,Vitamin_Rich,Badam Milk,200.179,1.3039,376,101.4,27,30.3986, High ,54.614
1909,77%,59%,0.02315,22.4186,39.0,Brand 11,0.11%,13%,97.0, Special Spiced Chai ,17,Vitamin_Rich,Medium Glass,0.101,0.6347,288,35.1,107,20.3866, Medium ,10.0936
1910,20%,8%,0.0236,4.282,0.0,Brand 7,0.11%,11%,55.0, Special Spiced Chai ,10,Low_Fat,Medium Glass,0.101,1.0753,12,12.9,256,3.3381, Low ,0.0
1911,28%,45%,0.02808,35.7265,26.0,Brand 19,36.27%,9%,59.0, Nimbu Pani & Shikanji ,11,Low_Fat,Medium Glass,0.829,0.7127,71,29.4,248,12.6511, Medium ,0.2166
1912,36%,0%,0.09941,10.3484,5.0,Brand 19,0.43%,10%,23.0, Masala Chai ,10,Low_Fat,Saffron-Infused Milk,0.101,1.0669,729,6.2,552,5.1403, Medium ,3.4281
1913,30%,24%,0.01101,19.8371,4.0,Brand 7,0.11%,5%,88.0, South Indian Filter Coffee ,12,Low_Fat,Rose Milk,0.487,0.8017,167,17.9,273,4.4473, Medium ,1.6426
1914,95%,30%,0.02439,19.3858,41.0,Brand 9,0.11%,6%,205.0, Masala Chai ,11,Low_Fat,Full Cream Buffalo Milk,0.101,0.5431,372,10.0,233,15.8498, Medium ,5.3673
1915,100%,56%,0.01296,35.7083,39.0,Brand 15,0.11%,11%,151.0, Masala Chai ,17,Vitamin_Rich,Kesar Doodh,0.101,2.567,626,100.5,161,15.9534, Medium ,1.4763
1916,53%,24%,0.01632,33.882,61.0,Brand 32,32.82%,9%,178.0, Cold Coffee ,10,Vitamin_Rich,Elaichi Doodh,1.107,3.5293,412,29.8,249,21.7752, High ,11.1266
1917,94%,62%,0.21308,19.3101,13.0,Brand 31,13.72%,7%,80.0, Special Spiced Chai ,47,Vitamin_Rich,Malai Milk,4.045,5.0585,204,59.1,211,14.3991, Medium ,89.7769
1918,96%,49%,0.01787,24.9505,39.0,Brand 6,0.11%,7%,175.0, South Indian Filter Coffee ,25,Vitamin_Rich,Kesar Doodh,0.101,2.1392,602,112.4,145,18.8342, Medium ,282.2247
1919,140%,61%,0.15568,22.2043,20.0,Brand 6,26.27%,14%,88.0, South Indian Filter Coffee ,37,Vitamin_Rich,Malai Milk,0.101,3.6261,761,126.8,299,18.8388, Medium ,233.7776
1920,34%,30%,0.09225,23.9813,30.0,Brand 19,33.95%,5%,83.0, South Indian Filter Coffee ,10,Vitamin_Rich,Malai Milk,0.71,4.0728,554,43.2,159,19.2296, Medium ,62.7839
1921,66%,29%,0.10461,29.3136,59.0,Brand 4,23.89%,8%,57.0, Masala Chai ,17,Vitamin_Rich,Full Cream Buffalo Milk,219.896,1.0853,323,42.5,28,36.621, Medium ,14.2865
1922,120%,49%,0.09117,22.1161,30.0,Brand 6,37.84%,8%,69.0, South Indian Filter Coffee ,23,Vitamin_Rich,Malai Milk,0.534,3.0919,215,37.1,156,13.9856, Medium ,90.8835
1923,67%,23%,0.04119,35.8949,31.0,Brand 12,0.11%,5%,213.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,0.233,0.7205,478,39.8,33,31.9828, Medium ,7.9222
1924,27%,3%,0.02327,25.5777,13.0,Brand 4,0.11%,10%,17.0, Special Spiced Chai ,10,Low_Fat,Kesar Doodh,0.101,0.5242,217,17.6,210,13.6577, Medium ,11.2986
1925,51%,28%,0.04047,24.4758,39.0,Brand 17,0.11%,7%,100.0, Special Spiced Chai ,25,Vitamin_Rich,Rose Milk,0.101,0.1794,190,39.8,148,8.738, Medium ,9.2389
1926,56%,3%,0.03327,19.4667,2.0,Brand 19,0.11%,6%,2.0, Masala Chai ,10,Low_Fat,Kesar Doodh,0.101,0.4776,34,15.1,120,12.3405, Medium ,7.4781
1927,67%,34%,0.09289,25.7242,38.0,Brand 6,0.11%,5%,136.0, South Indian Filter Coffee ,22,Vitamin_Rich,Malai Milk,0.101,0.7146,462,42.8,138,20.9713, Medium ,69.2788
1928,25%,0%,0.01689,30.5215,15.0,Brand 9,0.11%,8%,75.0, Cold Coffee ,10,Vitamin_Rich,Saffron-Infused Milk,0.101,0.6267,89,3.0,142,10.7482, Medium ,3.4837
1929,66%,3%,0.02566,33.7494,35.0,Brand 33,0.58%,6%,72.0, South Indian Filter Coffee ,12,Low_Fat,Large Kulhad,3.831,0.4963,170,21.5,147,14.761, Medium ,23.4697
1930,109%,36%,0.03041,27.1746,23.0,Brand 8,11.99%,7%,64.0, Light Buttermilk (Chaas) ,27,Low_Fat,Elaichi Doodh,0.101,0.7692,180,48.5,237,27.0684, Medium ,2.8753
1931,45%,42%,0.02523,21.1074,11.0,Brand 19,0.11%,57%,150.0, Masala Chai ,10,Low_Fat,Saffron-Infused Milk,172.691,0.0733,541,62.6,44,11.1636, Medium ,10.7019
1932,75%,40%,0.09526,34.3204,81.0,Brand 3,15.97%,13%,133.0, Special Spiced Chai ,30,Vitamin_Rich,Malai Milk,4.098,3.8485,1156,82.6,259,48.1, Medium ,130.5999
1933,46%,1%,0.09892,28.8356,12.0,Brand 21,0.11%,14%,80.0, Masala Chai ,10,Low_Fat,Medium Glass,0.101,1.0187,401,77.4,38,22.4503, Medium ,7.9576
1934,47%,30%,0.09314,28.0592,25.0,Brand 16,25.82%,7%,74.0, Lassi Blends ,10,Vitamin_Rich,Medium Glass,0.101,1.0973,260,16.3,27,8.0207, Medium ,72.8429
1935,42%,50%,0.10451,20.1529,13.0,Brand 25,1.68%,10%,39.0, Masala Chai ,27,Vitamin_Rich,Malai Milk,0.344,1.1015,240,58.9,121,15.5147, Medium ,8.148
1936,42%,33%,0.01702,21.5558,25.0,Brand 25,22.01%,70%,156.0, Special Spiced Chai ,17,Low_Fat,Elaichi Doodh,0.101,0.999,241,33.3,255,12.2367, Medium ,7.5686
1937,48%,39%,0.07625,39.9817,61.0,Brand 28,39.99%,10%,102.0, South Indian Filter Coffee ,28,Vitamin_Rich,Malai Milk,5.565,4.7378,668,143.0,255,43.008, High ,91.6196
1938,61%,53%,0.06718,34.2674,39.0,Brand 14,0.11%,96%,54.0, Masala Chai ,16,Low_Fat,Large Kulhad,137.882,1.5131,643,141.7,47,25.9961, High ,54.5316
1939,32%,9%,0.02006,25.8433,5.0,Brand 18,0.11%,8%,27.0, South Indian Filter Coffee ,11,Low_Fat,Medium Glass,0.101,0.0,78,8.9,20,3.3381, Medium ,4.0439
1940,35%,0%,0.09024,29.4285,34.0,Brand 10,0.13%,8%,165.0, Special Spiced Chai ,11,Low_Fat,Elaichi Doodh,1.831,1.3665,736,48.2,271,25.8615, Medium ,40.3804
1941,40%,30%,0.08998,20.9985,37.0,Brand 9,0.11%,7%,153.0, South Indian Filter Coffee ,11,Vitamin_Rich,Badam Milk,0.101,2.0401,189,26.3,257,14.123, Medium ,91.8904
1942,41%,5%,0.01647,22.5401,31.0,Brand 27,0.11%,10%,53.0, South Indian Filter Coffee ,11,Low_Fat,Saffron-Infused Milk,1.613,0.2131,102,3.0,146,7.3144, Low ,5.218
1943,116%,49%,0.02272,25.6289,24.0,Brand 3,0.11%,59%,159.0, Masala Chai ,10,Low_Fat,Saffron-Infused Milk,0.101,0.9919,519,88.3,153,17.4933, High ,57.1806
1944,102%,36%,0.09693,29.4088,17.0,Brand 10,0.11%,7%,40.0, Cold Coffee ,28,Vitamin_Rich,Malai Milk,0.101,3.441,154,36.2,134,36.7956, Medium ,69.9438
1945,54%,10%,0.03386,29.8086,38.0,Brand 31,15.91%,9%,120.0, Masala Chai ,11,,Elaichi Doodh,3.046,1.531,108,61.2,227,29.3111, Medium ,2.9498
1946,57%,32%,0.09456,37.0332,84.0,Brand 32,18.14%,11%,184.0, Lassi Blends ,26,Vitamin_Rich,Full Cream Buffalo Milk,2.007,3.5099,953,73.2,235,44.6072, Medium ,55.5759
1947,10%,0%,0.01811,2.3455,14.0,Brand 14,0.37%,11%,2.0, Nimbu Pani & Shikanji ,11,Low_Fat,Large Kulhad,0.101,0.1968,122,6.4,156,3.3381, Medium ,10.7688
1948,11%,27%,0.03537,27.4896,53.0,Brand 23,0.11%,8%,219.0, Cold Coffee ,15,Low_Fat,Saffron-Infused Milk,0.101,0.4351,505,36.1,147,23.6712, Medium ,11.327
